clustering_method,method_name,selected_columns,abl1,ace,aldr,andr,cdk2,cox1,dhi1,dyr,esr1,fa7,fabp4,gria2,hdac2,hivrt,hmdh,hs90a,hxk4,igf1r,kith,kpcb,lfa1,lkha4,nram,prgr,ptn1,pyrd,reni,urok,xiap,Average
bestpose_PLANTS,method7,CHEMPLPFScoreVSCORCH,26.65,18.87,26.25,24.69,11.83,13.76,19.01,13.27,33.85,33.4,8.61,16.53,5.92,16.61,28.19,11.45,12.06,19.76,29.85,14.9,16.01,22.15,17.47,29.22,31.73,47.2,13.64,19.89,3.4,20.212758620689655
bestpose_PLANTS,method1,CHEMPLPTMScoreCORCH,16.66,14.6,15.48,6.7,15.7,11.21,4.6,2.65,16.79,26.18,17.21,4.86,10.77,8.31,28.19,2.29,3.29,17.71,5.27,27.56,4.58,15.74,6.17,6.85,27.09,19.06,9.75,19.89,3.4,12.70896551724138
bestpose_PLANTS,method2,CHEMPLPTMScoreCORCH,16.66,14.6,15.48,6.7,15.7,11.21,4.6,2.65,16.79,26.18,17.21,4.86,10.77,8.31,28.19,2.29,3.29,17.71,5.27,27.56,4.58,15.74,6.17,6.85,27.09,19.06,9.75,19.89,3.4,12.70896551724138
bestpose_PLANTS,method3,CHEMPLPTMScoreCORCH,16.66,14.6,15.48,6.7,15.7,11.21,4.6,2.65,16.79,26.18,17.21,4.86,10.77,8.31,28.19,2.29,3.29,17.71,5.27,27.56,4.58,15.74,6.17,6.85,27.09,19.06,9.75,19.89,3.4,12.70896551724138
bestpose_PLANTS,method4,CHEMPLPTMScoreCORCH,12.22,13.18,3.37,6.7,13.77,10.7,7.05,1.77,10.76,17.15,17.21,2.92,7.54,13.84,28.78,0.0,3.29,11.58,1.76,26.07,3.81,12.24,13.36,9.02,26.32,25.41,9.75,9.32,3.4,11.11344827586207
bestpose_PLANTS,method5,CHEMPLPTMScoreCORCH,13.88,13.89,6.73,7.11,15.7,12.23,5.52,3.54,15.22,22.57,12.91,4.86,7.0,11.08,25.84,3.44,1.1,13.63,1.76,23.84,3.81,13.99,5.14,5.77,26.32,20.88,5.85,19.89,3.4,11.27241379310345
bestpose_PLANTS,method6,CHEMPLPTMScoreCORCH,14.99,13.53,4.71,3.77,15.92,8.16,4.29,3.98,8.4,19.86,0.0,3.89,4.85,5.54,19.38,4.58,8.77,15.67,0.0,17.13,4.58,4.66,5.14,3.25,16.25,9.98,9.75,17.4,1.7,8.625172413793104
bestpose_PLANTS,method7,CHEMPLPTMScoreCORCH,14.99,13.53,4.71,3.77,15.92,8.16,4.29,3.98,8.4,19.86,0.0,3.89,4.85,5.54,19.38,4.58,8.77,15.67,0.0,17.13,4.58,4.66,5.14,3.25,16.25,9.98,9.75,17.4,1.7,8.625172413793104
bestpose_PLANTS,method1,RFScoreVSTMScoreCORCH,23.32,24.57,24.23,20.92,23.66,13.25,14.1,12.82,37.0,38.82,17.21,20.41,10.77,11.08,41.11,13.75,10.97,32.02,10.53,36.5,7.63,22.74,19.52,27.05,39.47,28.14,9.75,33.56,3.4,21.665517241379305
bestpose_PLANTS,method2,RFScoreVSTMScoreCORCH,23.32,24.57,24.23,20.92,23.66,13.25,14.1,12.82,37.0,38.82,17.21,20.41,10.77,11.08,41.11,13.75,10.97,32.02,10.53,36.5,7.63,22.74,19.52,27.05,39.47,28.14,9.75,33.56,3.4,21.665517241379305
bestpose_PLANTS,method3,RFScoreVSTMScoreCORCH,23.32,24.57,24.23,20.92,23.66,13.25,14.1,12.82,37.0,38.82,17.21,20.41,10.77,11.08,41.11,13.75,10.97,32.02,10.53,36.5,7.63,22.74,19.52,27.05,39.47,28.14,9.75,33.56,3.4,21.665517241379305
bestpose_PLANTS,method4,RFScoreVSTMScoreCORCH,18.88,16.74,14.14,20.51,19.58,12.74,11.65,11.06,24.93,34.3,25.82,26.25,9.15,13.84,36.41,9.16,9.87,22.48,3.51,39.48,8.39,19.24,24.66,18.4,37.15,27.23,10.72,32.94,3.4,19.40103448275862
bestpose_PLANTS,method5,RFScoreVSTMScoreCORCH,22.21,23.15,21.54,18.41,24.09,13.25,11.04,10.17,36.21,38.82,17.21,15.55,10.77,11.08,41.11,13.75,12.06,27.94,7.02,35.01,7.63,20.41,22.61,22.36,32.51,24.51,10.72,32.94,3.4,20.257931034482763
bestpose_PLANTS,method6,RFScoreVSTMScoreCORCH,26.65,19.23,25.58,27.2,19.79,14.27,19.31,14.59,34.11,37.01,12.91,19.44,8.61,16.61,39.93,14.89,9.87,32.7,31.6,28.31,22.11,25.07,17.47,30.66,37.93,49.01,9.75,26.72,3.4,23.266551724137933
bestpose_PLANTS,method7,RFScoreVSTMScoreCORCH,26.65,19.23,25.58,27.2,19.79,14.27,19.31,14.59,34.11,37.01,12.91,19.44,8.61,16.61,39.93,14.89,9.87,32.7,31.6,28.31,22.11,25.07,17.47,30.66,37.93,49.01,9.75,26.72,3.4,23.266551724137933
bestpose_PLANTS,method1,CHEMPLPFScoreVSTMScoreCORCH,24.99,21.37,25.58,22.6,21.51,13.25,11.96,7.52,31.75,37.01,27.97,16.53,15.07,8.31,42.28,11.45,4.39,28.62,19.31,36.5,6.1,28.57,15.41,22.0,38.7,29.05,13.64,27.96,3.4,21.131034482758622
bestpose_PLANTS,method2,CHEMPLPFScoreVSTMScoreCORCH,24.99,21.37,25.58,22.6,21.51,13.25,11.96,7.52,31.75,37.01,27.97,16.53,15.07,8.31,42.28,11.45,4.39,28.62,19.31,36.5,6.1,28.57,15.41,22.0,38.7,29.05,13.64,27.96,3.4,21.131034482758622
bestpose_PLANTS,method3,CHEMPLPFScoreVSTMScoreCORCH,24.99,21.37,25.58,22.6,21.51,13.25,11.96,7.52,31.75,37.01,27.97,16.53,15.07,8.31,42.28,11.45,4.39,28.62,19.31,36.5,6.1,28.57,15.41,22.0,38.7,29.05,13.64,27.96,3.4,21.131034482758622
bestpose_PLANTS,method4,CHEMPLPFScoreVSTMScoreCORCH,17.21,19.23,16.15,15.48,17.85,13.25,14.1,5.31,19.94,26.18,36.57,9.72,9.15,13.84,38.76,3.44,7.68,29.98,3.51,40.97,3.81,22.74,21.58,16.23,30.96,29.95,17.54,14.91,3.4,17.911724137931035
bestpose_PLANTS,method5,CHEMPLPFScoreVSTMScoreCORCH,24.99,20.3,25.58,18.83,22.8,13.76,11.04,7.96,32.01,37.91,21.51,14.58,12.38,11.08,42.28,13.75,8.77,23.85,17.56,37.99,6.1,24.49,18.5,20.92,33.28,29.95,11.7,29.83,3.4,20.5896551724138
bestpose_PLANTS,method6,CHEMPLPFScoreVSTMScoreCORCH,28.32,22.08,26.25,26.37,20.65,14.27,19.31,13.71,34.37,37.01,12.91,18.47,9.15,16.61,42.28,14.89,10.97,32.7,29.85,32.03,16.01,26.82,18.5,31.38,36.38,48.11,12.67,25.48,3.4,23.48103448275862
bestpose_PLANTS,method7,CHEMPLPFScoreVSTMScoreCORCH,28.32,22.08,26.25,26.37,20.65,14.27,19.31,13.71,34.37,37.01,12.91,18.47,9.15,16.61,42.28,14.89,10.97,32.7,29.85,32.03,16.01,26.82,18.5,31.38,36.38,48.11,12.67,25.48,3.4,23.48103448275862
